SEGMENTID,LON,LAT,COMPLEXID,SAFTYPE,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
9000286,-73.9066713,40.86997226,64,G,1,14447,3,0,2,05/14/2009 12:00:00 AM +0000,03/20/2014 12:00:00 AM +0000,1,NYCHA,,0,BAILEY AVE - W 193RD STREET HOUSES
9001971,-73.99028504,40.57627615,0,,2,18915,1,3397616,3,05/14/2009 12:00:00 AM +0000,03/20/2014 12:00:00 AM +0000,11,NYPD,,5124109,PSA 1 (265-7300)
113145,-73.90824413,40.86588628,0,,1,16384,1,0,2,05/14/2009 12:00:00 AM +0000,03/20/2014 12:00:00 AM +0000,4,DPR,,0,MAJOR DEEGAN EXPRESSWAY TRIANGLE
115766,-73.83193028,40.57971228,0,,2,1025451,6,4448999,4,11/05/2014 12:00:00 AM +0000,11/05/2014 12:00:00 AM +0000,5,OTHER,,340358,SAINT JOHNS RESIDENCE FOR BOYS
9007683,-73.81286756,40.73280274,274,,1,10476,1,4455428,4,05/14/2009 12:00:00 AM +0000,03/20/2014 12:00:00 AM +0000,11,EMS,,161252,POLICE SERVICE AREA 9
9000279,-73.90669495,40.87021437,64,,2,15541,3,2092440,2,05/14/2009 12:00:00 AM +0000,03/20/2014 12:00:00 AM +0000,5,DoITT,,2026718,RAIN BAILEY AVE SENIOR CTR
89453,-73.84402019,40.88639466,151,,1,10242,1,2094153,2,05/14/2009 12:00:00 AM +0000,03/20/2014 12:00:00 AM +0000,11,EMS,,2073531,PSA 8N 881-3040
115764,-73.83298267,40.58000068,0,,2,1025452,6,4303856,4,11/05/2014 12:00:00 AM +0000,11/10/2014 12:00:00 AM +0000,2,OTHER,,340369,MARTIN DE PORRES HIGH SCHOOL
61176,-73.76915013,40.69165092,0,,2,1025454,4,4539918,4,11/06/2014 12:00:00 AM +0000,11/06/2014 12:00:00 AM +0000,5,OTHER,,298205,VETERANS HOME AT ST ALBANS
64405,-73.75561955,40.69329003,0,,2,1025455,2,4449952,4,11/06/2014 12:00:00 AM +0000,11/06/2014 12:00:00 AM +0000,5,OTHER,,301666,GOOD FOUNDATION PRESCHOOL
5453,-74.16742579,40.62713774,0,,1,1025456,6,5107250,5,11/07/2014 12:00:00 AM +0000,11/07/2014 12:00:00 AM +0000,5,OTHER,,5042444,CEREBRAL PALSY OF NYS
251811,-73.98049266,40.73340616,519,,2,7510,2,1082872,1,05/14/2009 12:00:00 AM +0000,07/17/2014 12:00:00 AM +0000,1,DoITT,,0,STUYVESANT TOWN - 300 FA
36019,-73.97428482,40.76377183,0,,1,5407,3,1035074,1,05/14/2009 12:00:00 AM +0000,02/10/2014 12:00:00 AM +0000,3,NYPD,,1030612,PARIS THEATRE
124189,-74.11211478,40.61989177,501,,2,14784,1,0,5,05/14/2009 12:00:00 AM +0000,07/31/2014 12:00:00 AM +0000,4,NYPD,,0,CLOVE LAKES PARK BROOK STREAM
216902,-73.97728716,40.73526047,517,,1,17623,2,1083691,1,05/14/2009 12:00:00 AM +0000,07/17/2014 12:00:00 AM +0000,1,DoITT,,1022953,PETER COOPER VILLAGE - 3 PCR
9009456,-73.97619388,40.73484329,517,,2,7527,2,1083694,1,05/14/2009 12:00:00 AM +0000,07/17/2014 12:00:00 AM +0000,1,DoITT,,1022956,PETER COOPER VILLAGE - 5 PCR
217309,-73.97508475,40.73385259,517,,1,9654,2,1083699,1,05/14/2009 12:00:00 AM +0000,07/17/2014 12:00:00 AM +0000,1,DoITT,,1022961,PETER COOPER VILLAGE - 8 PCR
9003717,-73.93462419,40.67660256,367,X,2,18527,6,3341633,3,05/14/2009 12:00:00 AM +0000,07/17/2014 12:00:00 AM +0000,5,DCP,39024504,0,WEEKSVILLE GARDENS COMMUNITY CTR
9008760,-73.78721904,40.59003831,0,,,1787,3,4312847,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,NYPD,,0,OCEAN VILLAGE HOUSES
217509,-73.83250928,40.67307863,0,N,2,1020664,6,4457718,4,06/19/2013 12:00:00 AM +0000,02/19/2014 12:00:00 AM +0000,7,OTHER,42824702,5145632,RESORTS WORLD CASINO
196749,-73.98992925,40.69354884,0,N,1,146,1,0,3,05/14/2009 12:00:00 AM +0000,02/20/2014 12:00:00 AM +0000,4,DPR,31247501,0,C COLUMBUS PARK
30482,-73.96232531,40.69206541,0,X,2,1015183,7,3339207,3,08/10/2012 12:00:00 AM +0000,02/20/2014 12:00:00 AM +0000,2,OTHER,37215021,0,PRATT INSTITUTE TOWNHOUSES
37202,-73.97337929,40.78106482,0,N,1,7586,4,1083846,1,05/14/2009 12:00:00 AM +0000,01/31/2014 12:00:00 AM +0000,3,DCP,12707001,1026406,AMERICAN MUSEUM OF NATURAL HIST
158726,-73.96295978,40.80992046,392,,1,9490,7,1082348,1,05/14/2009 12:00:00 AM +0000,01/31/2014 12:00:00 AM +0000,2,DoITT,,1051075,BARNARD COLLEGE THE VAG
37307,-73.97002689,40.7830822,444,,2,17191,1,0,1,05/14/2009 12:00:00 AM +0000,01/31/2014 12:00:00 AM +0000,4,DPR,,0,CENTRAL PARK SUMMIT ROCK
56214,-73.82713329,40.70723012,0,N,1,306,1,0,4,05/14/2009 12:00:00 AM +0000,02/26/2014 12:00:00 AM +0000,4,DPR,41403501,0,EIGHT OAKS TRIANGLE
162745,-73.9892129,40.7011155,0,N,2,333,1,0,3,05/14/2009 12:00:00 AM +0000,02/26/2014 12:00:00 AM +0000,4,DPR,31308001,0,CLUMBER CORNER
118322,-74.174081,40.62701564,0,N,2,335,1,0,5,05/14/2009 12:00:00 AM +0000,02/26/2014 12:00:00 AM +0000,4,DPR,51173001,0,FOREST GROVE
184900,-74.07233499,40.59929117,0,N,1,339,1,0,5,05/14/2009 12:00:00 AM +0000,02/26/2014 12:00:00 AM +0000,4,DPR,50008401,0,FREDERICK STAATS CIRCLE
234191,-73.92975891,40.84803384,401,X,1,361,1,0,1,05/14/2009 12:00:00 AM +0000,02/26/2014 12:00:00 AM +0000,4,DPR,10028601,0,MCNALLY PLAZA
145363,-73.87242937,40.76230758,0,N,2,383,1,0,4,05/14/2009 12:00:00 AM +0000,02/26/2014 12:00:00 AM +0000,4,DPR,41360501,0,TROLLEY CAR TRIANGLE
35216,-73.9541384,40.74233125,0,N,1,385,1,0,4,05/14/2009 12:00:00 AM +0000,02/26/2014 12:00:00 AM +0000,4,DPR,40019501,0,VERNON MALL
49387,-73.88083319,40.70185518,0,N,1,387,1,0,4,05/14/2009 12:00:00 AM +0000,02/26/2014 12:00:00 AM +0000,4,DPR,40019601,0,GLENDALE VETERANS TRIANGLE
57860,-73.77678691,40.59516295,0,N,1,393,1,0,4,05/14/2009 12:00:00 AM +0000,02/26/2014 12:00:00 AM +0000,4,DPR,41525501,0,EDGEMERE URBAN RENEWAL PARK
2917,-74.18423951,40.52554672,0,N,1,1324,1,0,5,05/14/2009 12:00:00 AM +0000,02/26/2014 12:00:00 AM +0000,4,DPR,51182001,0,KINGDOM POND PARK
47277,-73.9000294,40.66727559,0,N,1,14152,6,3327018,3,05/14/2009 12:00:00 AM +0000,07/17/2014 12:00:00 AM +0000,5,DCP,31004001,3113486,HELP 1 PLAZA
9009457,-73.97581832,40.73432244,517,,2,17507,2,1083697,1,05/14/2009 12:00:00 AM +0000,07/17/2014 12:00:00 AM +0000,1,DoITT,,1022959,PETER COOPER VILLAGE - 6 PCR
9009457,-73.97522262,40.73443787,517,,1,8229,2,1083698,1,05/14/2009 12:00:00 AM +0000,07/17/2014 12:00:00 AM +0000,1,DoITT,,1022960,PETER COOPER VILLAGE - 7 PCR
260716,-73.98006063,40.73274333,519,,1,8215,2,1082869,1,05/14/2009 12:00:00 AM +0000,07/17/2014 12:00:00 AM +0000,1,DoITT,,1022925,STUYVESANT TOWN - 278 FA/ 276 FA/ 274 FA/ 272 FA
95632,-73.83087865,40.8832088,90,N,1,1011328,1,2124548,2,03/09/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20008601,5131151,PUBLIC SCHOOL 189
95632,-73.83082119,40.88312081,90,N,1,1011329,2,2124548,2,03/09/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20040001,5131151,M S 462
215850,-73.93017454,40.81574403,0,,2,1011330,3,2001027,2,03/09/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,2002099,COMM. HS FOR SOCIAL JUSTICE
215850,-73.93011507,40.81566947,0,N,2,1011331,3,2001027,2,03/09/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20033901,2002099,HEALTH OPPORTUNITIES PROGRAM
89641,-73.83935088,40.88126194,0,,2,1011332,1,2116222,2,03/09/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,9107498,BAYCHESTER ACADEMY SCHOOL
263634,-73.83159772,40.88324009,90,N,1,1011333,1,2123643,2,03/09/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20037701,2081546,PUBLIC SCHOOL 723
300208,-73.96888611,40.78051238,444,,2,1009485,1,0,1,12/12/2011 12:00:00 AM +0000,08/22/2016 12:00:00 AM +0000,4,OTHER,,0,CENTRAL PARK ROMEO AND JULIET
88958,-73.86014754,40.88069734,0,,2,1011344,2,2058396,2,03/09/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5131154,THE FORWARD SCHOOL
88958,-73.86021387,40.88072471,0,,2,1011345,2,2058396,2,03/09/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5131154,THE YOUNG SCHOLARS ACADEMY OF THE BRONX
88958,-73.86026373,40.88069118,0,,2,1011346,2,2058396,2,03/09/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5131154,SCHOOL OF DIPLOMACY
300103,-73.97591796,40.77032755,444,X,1,1022145,5,1083823,1,08/30/2013 12:00:00 AM +0000,08/22/2016 12:00:00 AM +0000,7,OTHER,11419080,5157549,CENTRAL PARK BALLPLAYERS HOUSE
300207,-73.97116308,40.78045943,444,,1,1024329,1,0,1,01/31/2014 12:00:00 AM +0000,08/22/2016 12:00:00 AM +0000,4,OTHER,,0,CENTRAL PARK 79 ST MAINTENANCE YARD
78328,-73.90002709,40.83922519,0,,2,1011351,3,2113141,2,03/09/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5131156,BRONX PREPARATORY CHARTER SCHOOL
70041,-73.91994636,40.8126502,0,,2,1011352,1,2102176,2,03/09/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,2000865,BRONX CHARTER SCHOOL FOR CHILDREN
176711,-73.89146689,40.883065,0,,1,1011353,1,2015472,2,03/09/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,2027104,AMPARK NEIGHBORHOOD SCHOOL
221152,-73.91086858,40.85148212,0,,1,1011354,2,2098721,2,03/09/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5131157,THE BRONX SCHOOL OF YOUNG LEADERS
176295,-73.89146922,40.86117857,0,N,2,1011364,1,2116415,2,03/12/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20007301,2020402,I S 228 JONAS BRONCK ACADEMY
121073,-73.89724337,40.8452481,0,,1,1011366,3,2117666,2,03/12/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,9118084,EAGLE ACADEMY FOR YOUNG MEN
300232,-73.9579323,40.79982561,444,,2,1128,1,0,1,05/14/2009 12:00:00 AM +0000,08/23/2016 12:00:00 AM +0000,4,DPR,,0,CENTRAL PARK NORTHWEST CORNER
69926,-73.92006296,40.80938896,0,N,2,1011372,1,2000308,2,03/12/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20015801,5131176,YOUNG LEADERS ELEMENTARY SCHOOL
70517,-73.90921412,40.81113395,0,,2,1011373,3,2003910,2,03/12/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5131177,J M RAPPORT SCHOOL CAREER DEVELOPMENT
111736,-73.88861264,40.85958271,0,,2,1011380,3,2011810,2,03/12/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5131178,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HS (KAPPA)
78703,-73.89354646,40.84832067,0,,2,1011385,3,2011844,2,03/12/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,2021464,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL
70368,-73.91215293,40.81486976,0,,2,1011405,3,2004314,2,03/12/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5131184,GREEN DOT NEW YORK CHARTER SCHOOL
70371,-73.9118051,40.81723592,0,N,1,1011424,3,2115801,2,03/13/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20033701,9107032,CROTONA HS
94779,-73.81831123,40.82706504,0,,2,1011444,2,2077130,2,03/13/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,2087048,URBAN ASSEMBLY ACADEMY OF CIVIC ENGAGEMENT
94779,-73.81824963,40.82692646,0,,2,1011445,2,2077130,2,03/13/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,2087048,URBAN INSTITUTE OF MATHEMATICS
94779,-73.81840232,40.82708734,0,,2,1011446,2,2077130,2,03/13/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,2087048,MOTT HALL COMMUNITY SCHOOL
130780,-73.90187046,40.81588883,0,,1,1011448,1,2005133,2,03/13/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,2009851,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX
255573,-73.8865412,40.85061079,0,N,1,1011464,1,2118254,2,03/13/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20006501,2022373,PS 51
9001819,-73.91139801,40.81812141,0,,1,1011484,3,2001153,2,03/13/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,2002297,UNIVERSITY HEIGHTS SECONDARY SCHOOL
77243,-73.90546412,40.81887194,0,N,2,1011545,2,2004690,2,03/14/2012 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,20027701,2008857,PS 017
107369,-73.86375291,40.87632079,0,,2,10417,4,2057021,2,05/14/2009 12:00:00 AM +0000,12/03/2014 12:00:00 AM +0000,2,NYPD,,2063181,IMMACULATE CONCPTN CH SCH
86776,-73.84872115,40.83842529,0,,2,10453,4,2041767,2,05/14/2009 12:00:00 AM +0000,12/03/2014 12:00:00 AM +0000,2,EMS,,2101073,SANTA MARIA SCHL
79862,-73.89907509,40.85517682,0,,1,10677,4,2013546,2,05/14/2009 12:00:00 AM +0000,12/03/2014 12:00:00 AM +0000,2,EMS,,2024363,ST SIMON STOCK SCHL
70071,-73.9177193,40.81751856,0,,2,11115,4,2097105,2,05/14/2009 12:00:00 AM +0000,12/03/2014 12:00:00 AM +0000,2,FDNY,,2100036,IMMACULATE CONCEPTN SCHL
83824,-73.84774417,40.74376198,453,X,1,1006148,6,4540095,4,07/08/2011 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000,4,OTHER,41323510,5125109,FMCP ZOO ADMINISTRATION BLDG
82933,-73.83851767,40.73554168,453,X,2,1006180,10,4541453,4,07/08/2011 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000,4,OTHER,41323516,5125171,FMCP BIKE RENTAL
55317,-73.81090019,40.67926006,0,,2,1012847,1,4574874,4,05/02/2012 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000,9,OTHER,,5132849,BETHEL CHURCH
178917,-73.81973852,40.72094986,0,,2,1012884,6,4143560,4,05/03/2012 12:00:00 AM +0000,05/02/2014 12:00:00 AM +0000,9,OTHER,,5132869,QUEEN OF PEACE RECTORY
19706,-74.00040399,40.6080437,0,,1,10312,1,3329063,3,05/14/2009 12:00:00 AM +0000,04/01/2016 12:00:00 AM +0000,9,EMS,,3211259,NEW UTRECHT REFMD
187136,-73.89826147,40.88598544,0,,1,15622,1,2016216,2,05/14/2009 12:00:00 AM +0000,04/01/2016 12:00:00 AM +0000,9,NYPD,,2028020,VISITATION CHURCH
78719,-73.89116896,40.85329105,0,N,2,13114,1,2094217,2,05/14/2009 12:00:00 AM +0000,05/05/2014 12:00:00 AM +0000,10,DCP,26565001,2021532,SAINT BARNABAS HOSPITAL
71811,-73.91910636,40.8363449,0,,2,5168,2,2101464,2,05/14/2009 12:00:00 AM +0000,04/01/2016 12:00:00 AM +0000,5,DoITT,,2005327,WHEDCO URBAN HORIZONS EARLY CHILDHOOD DISCOVERY CENTER
10101,-74.13140385,40.63765896,0,,2,4167,1,5106972,5,05/14/2009 12:00:00 AM +0000,04/01/2016 12:00:00 AM +0000,9,NYPD,,5029145,ST PHILLIP BAPT CH
113146,-73.90610836,40.8674764,0,N,2,7027,1,2095229,2,05/14/2009 12:00:00 AM +0000,05/05/2014 12:00:00 AM +0000,10,OTHER,27070001,2026496,BX V A HOSPITAL
80586,-73.87991227,40.88042972,0,N,1,11380,1,2096399,2,05/14/2009 12:00:00 AM +0000,05/05/2014 12:00:00 AM +0000,10,NYPD,25171001,2030022,MONTEFIORE MEDICAL CENTER - HENRY AND LUCY MOSES DIVISION
38056,-73.944743,40.78497265,0,N,2,10904,1,1083929,1,05/14/2009 12:00:00 AM +0000,05/05/2014 12:00:00 AM +0000,10,EMS,12599501,1042061,NYC METROPOLITAN HOSPITAL
19602,-74.00548613,40.61073851,0,,2,1027596,1,3329059,3,04/01/2016 12:00:00 AM +0000,04/01/2016 12:00:00 AM +0000,9,OTHER,,3211164,METROPOLITAN BAPTIST CHURCH
121974,-74.07511549,40.62250007,0,N,2,10733,1,5106863,5,05/14/2009 12:00:00 AM +0000,05/05/2014 12:00:00 AM +0000,10,NYPD,51899501,5016996,BAILEY SETON HOSP
26501,-73.97897515,40.61579974,0,,1,15269,1,3172075,3,05/14/2009 12:00:00 AM +0000,04/01/2016 12:00:00 AM +0000,9,EMS,,0,ST ANTHANASIUS CH
67796,-73.92491591,40.76832507,0,N,2,12366,1,4436864,4,05/14/2009 12:00:00 AM +0000,05/05/2014 12:00:00 AM +0000,10,DoITT,40013401,9515,MT SINAI HOSPITAL OF QUEENS
162729,-73.98570039,40.69739471,406,X,1,1007569,7,3335884,3,08/17/2011 12:00:00 AM +0000,05/05/2014 12:00:00 AM +0000,2,OTHER,31447501,3000486,NYC COLLEGE OF TECHNOLOGY HOWARD BUILDING
163717,-73.96726335,40.6826821,0,,2,17407,1,3057525,3,05/14/2009 12:00:00 AM +0000,04/11/2016 12:00:00 AM +0000,9,NYPD,,3072888,ST LUKE ST MATHEW
227284,-73.93727292,40.81646241,0,,2,1678,2,1053938,1,05/14/2009 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000,1,NYPD,,1043778,DELANO VILLAGE APARTMENT
33166,-73.98430013,40.73978269,0,,2,3028,4,1018041,1,05/14/2009 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000,7,EMS,,1020781,GEORGE WASHNTN HTL
34468,-73.98147107,40.77318823,0,,2,7089,4,1028159,1,05/14/2009 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000,3,DoITT,,5159037,MUSEUM OF AMERICAN FOLK ART
136351,-73.96559296,40.58615054,0,N,1,12845,1,3337274,3,05/14/2009 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000,10,EMS,32884001,3248410,CONEY ISLAND HOSP
91824,-73.80982402,40.76411904,0,N,1,6701,1,0,4,05/14/2009 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000,4,DPR,41408001,0,LEONARD TRIANGLE
257729,-73.95209656,40.71439012,0,N,2,301,1,0,3,05/14/2009 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000,4,DPR,31317501,0,MACRI SQUARE
127338,-73.95174381,40.59323643,0,,2,1976,3,3202082,3,05/14/2009 12:00:00 AM +0000,04/11/2016 12:00:00 AM +0000,8,DoITT,,3255344,HOMECREST POST OFFICE
101380,-73.75070865,40.75381379,0,N,1,1453,1,0,4,05/14/2009 12:00:00 AM +0000,05/08/2014 12:00:00 AM +0000,4,DPR,41484501,0,LINNAEUS PLAYGROUND
41123,-73.92732712,40.62090823,0,,2,4913,2,3336927,3,05/14/2009 12:00:00 AM +0000,04/11/2016 12:00:00 AM +0000,5,DoITT,,3275962,BABY GENIUS DAY CARE CENTER
44443,-73.9321537,40.70238603,0,,1,13521,1,3392857,3,05/14/2009 12:00:00 AM +0000,03/20/2014 12:00:00 AM +0000,11,EMS,,5148850,PSA 3 386-4101
9001042,-73.9325602,40.79840053,0,,1,1025467,6,1054888,1,11/13/2014 12:00:00 AM +0000,11/13/2014 12:00:00 AM +0000,5,OTHER,,1045353,EAST HARLEM MULTI SERVICE CENTER
9001338,-74.00946155,40.67645798,287,,2,1019464,1,3323704,3,03/18/2013 12:00:00 AM +0000,03/20/2014 12:00:00 AM +0000,11,OTHER,,3011262,POLICE SERVICE AREA 1 SATELLITE RED HOOK
48037,-73.88245531,40.68043548,0,,2,12838,7,3088120,3,05/14/2009 12:00:00 AM +0000,06/02/2014 12:00:00 AM +0000,8,NYPD,,3118980,FULTON ESSEX SUBSTATION
73752,-73.90239518,40.71855225,0,,1,303,1,0,4,05/14/2009 12:00:00 AM +0000,03/10/2014 12:00:00 AM +0000,4,DPR,,0,LUKE J LANG SQUARE
44707,-73.92773649,40.69670007,0,,2,1025471,4,3387647,3,11/13/2014 12:00:00 AM +0000,11/13/2014 12:00:00 AM +0000,5,OTHER,,3097517,BUENA VIDA CONTINUING CARE & REHABILITATION CENTER
86407,-73.85137459,40.82950115,0,,2,5270,3,2087033,2,05/14/2009 12:00:00 AM +0000,06/02/2014 12:00:00 AM +0000,5,DoITT,,2041606,MECHLER HALL SENIOR CENTER
80062,-73.89549519,40.86594896,0,N,2,674,9,0,2,05/14/2009 12:00:00 AM +0000,03/10/2014 12:00:00 AM +0000,4,DoITT,20029101,0,PS 246 PLAYGROUND
89187,-73.854981,40.88622125,0,,1,10880,4,2111579,2,05/14/2009 12:00:00 AM +0000,06/02/2014 12:00:00 AM +0000,2,EMS,,9207695,OL OF GRACE SCHOOL
128589,-73.91778777,40.70980297,0,N,2,750,9,0,4,05/14/2009 12:00:00 AM +0000,03/10/2014 12:00:00 AM +0000,4,DoITT,41428501,0,STARR PLAYGROUND
16977,-74.02769813,40.60848801,3418,X,1,1003864,6,3345754,3,03/29/2011 12:00:00 AM +0000,06/02/2014 12:00:00 AM +0000,8,OTHER,35244019,5152769,FORT HAMILTON EXCHANGE
254154,-73.94809985,40.81239344,305,,2,1025458,1,1089330,1,11/07/2014 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5158350,HARLEM CHILDRENS ZONE PROMISE ACADEMY 1 UPPER ELEMENTARY
67893,-73.91834974,40.76077705,0,N,1,784,9,0,4,05/14/2009 12:00:00 AM +0000,03/10/2014 12:00:00 AM +0000,4,DoITT,41508001,0,SEANS PLACE
9007940,-73.97577924,40.69467978,378,,1,16966,3,3399809,3,05/14/2009 12:00:00 AM +0000,06/04/2014 12:00:00 AM +0000,5,DoITT,,5159878,WILLOUGHBY SENIOR CENTER
83596,-73.85545381,40.74365742,0,N,1,15833,1,0,4,05/14/2009 12:00:00 AM +0000,03/10/2014 12:00:00 AM +0000,4,DPR,41340001,0,WILLIAM F MOORE PARK
76852,-73.9071697,40.77161716,0,N,1,15856,9,0,4,05/14/2009 12:00:00 AM +0000,03/10/2014 12:00:00 AM +0000,4,DoITT,41481501,0,DITMARS PARK
73757,-73.90172171,40.71856834,0,N,2,15858,9,0,4,05/14/2009 12:00:00 AM +0000,03/10/2014 12:00:00 AM +0000,4,DoITT,41501001,0,ANDREW REIFF PLAYGROUND
254154,-73.94803967,40.81236053,305,,2,1025459,1,1089330,1,11/07/2014 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5158350,HARLEM CHILDRENS ZONE PROMISE ACADEMY 1 LOWER ELEMENTARY
95298,-73.82510453,40.87696784,515,,2,12761,2,0,2,05/14/2009 12:00:00 AM +0000,03/11/2014 12:00:00 AM +0000,1,DoITT,,0,CO-OP CITY COOPER PLACE TOWN HOUSES
95285,-73.82723031,40.8732886,515,,2,7870,2,0,2,05/14/2009 12:00:00 AM +0000,03/11/2014 12:00:00 AM +0000,1,DoITT,,0,CO-OP CITY BROUN PLACE TOWN HOUSES
138045,-73.74550892,40.71624639,0,,1,5589,2,4226132,4,05/14/2009 12:00:00 AM +0000,03/11/2014 12:00:00 AM +0000,5,DoITT,,5159352,TLC DAY CARE MYRTLE AVE
165929,-73.97522765,40.78884005,0,,2,16178,4,1033207,1,05/14/2009 12:00:00 AM +0000,06/04/2014 12:00:00 AM +0000,7,NYPD,,1029418,BELNORD RESIDENCE HOTEL
280979,-73.97867273,40.64015628,0,,1,16478,2,3126000,3,05/14/2009 12:00:00 AM +0000,03/20/2014 12:00:00 AM +0000,5,DoITT,,3166693,YELED V'YALDA EARLY HS MC DONALD AV
21070,-73.99871417,40.63855179,0,,1,1025472,4,3137601,3,11/13/2014 12:00:00 AM +0000,11/13/2014 12:00:00 AM +0000,5,OTHER,,3179771,METROPOLITAN JEWISH GERIATRIC CENTER
9005696,-74.08226094,40.62322269,323,X,1,8002,3,5108860,5,05/14/2009 12:00:00 AM +0000,06/09/2014 12:00:00 AM +0000,1,DCP,54975502,5017300,STAPLETON HOUSES BUILDING 1
29034,-73.97254782,40.67683877,0,,,12668,12,3024352,3,05/14/2009 12:00:00 AM +0000,03/24/2014 12:00:00 AM +0000,6,EMS,,0,B5 BMT NR STERLING
37603,-73.95964017,40.79118896,444,X,2,953,7,1083840,1,05/14/2009 12:00:00 AM +0000,03/24/2014 12:00:00 AM +0000,4,DoITT,11419071,0,NORTH MEADOW RECREATION CENTER
165818,-73.94906853,40.76904436,0,N,2,19187,8,1046409,1,05/14/2009 12:00:00 AM +0000,03/24/2014 12:00:00 AM +0000,4,EMS,11169003,0,JOHN JAY POOL
9007496,-73.90029589,40.87975755,160,X,2,17699,6,2086835,2,05/14/2009 12:00:00 AM +0000,03/24/2014 12:00:00 AM +0000,5,DCP,23391005,5141657,BAILEY HOUSE COMMUNITY CENTER
111008,-73.95061376,40.81968693,393,X,1,14097,2,1084081,1,05/14/2009 12:00:00 AM +0000,06/09/2014 12:00:00 AM +0000,3,DCP,11538512,0,CITY COLL MORRIS COHEN LIBRARY
254154,-73.94799076,40.81234478,305,,2,1025460,3,1089330,1,11/07/2014 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,5158350,HARLEM CHILDRENS ZONE PROMISE ACADEMY 1 HIGH SCHOOL
72120,-73.91407518,40.83262678,0,,2,1025461,2,2002410,2,11/10/2014 12:00:00 AM +0000,11/24/2014 12:00:00 AM +0000,2,DOE,,2004510,SUCCESS ACADEMY CHARTER SCHOOL BRONX 2 MIDDLE SCHOOL
18369,-73.99318138,40.57255153,0,,2,1025462,4,3336552,3,11/10/2014 12:00:00 AM +0000,11/10/2014 12:00:00 AM +0000,5,OTHER,,3240712,STS JOACHIM & ANNE NURSING AND REHABILITATION CENTER
